Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
BOSCH,AVT006,2023-10-03,WDD2221591A470796,No,Yes,Test Driver,Street,Driver disengaged with steering input. Driver took over because ego vehicle went into a fallback trajectory state immediately after engaging.
BOSCH,AVT006,2023-10-10,WDD2221591A470497,No,Yes,AV System,Highway,Localization module detected a localizer incident.
BOSCH,AVT006,2023-10-10,WDD2221591A470497,No,Yes,Test Driver,Street,Driver disengaged with steering input. Driver took over because vehicle failed to slow and yield at a required yield.
BOSCH,AVT006,2023-10-10,WDD2221591A470497,No,Yes,AV System,Street,Maps incident detected.
BOSCH,AVT006,2023-10-10,WDD2221591A470497,No,Yes,Test Driver,Freeway,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over because of unstable planned trajectory availability.
BOSCH,AVT006,2023-10-17,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for inappropriate lane change planned too close to lead vehicle and too close to intersection.
BOSCH,AVT006,2023-10-17,WDD2221591A470497,No,Yes,Test Driver,Highway,Driver disengaged with steering input. Driver took over for drifting behavior due to poor localization.
BOSCH,AVT006,2023-10-19,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for unexpected braking during left turn.
BOSCH,AVT006,2023-10-19,WDD2221591A470796,No,Yes,AV System,Street,Fusion Grid World module state error.
BOSCH,AVT006,2023-10-19,WDD2221591A470796,No,Yes,Test Driver,Street,Driver disengaged with steering input. Driver took over because ego vehicle kept attempting to pull over and queue behind parked cars.
BOSCH,AVT006,2023-10-19,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
BOSCH,AVT006,2023-10-20,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over for braking and slow driving through right turn.
BOSCH,AVT006,2023-10-20,WDD2221591A470796,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over for ego vehicle creeping into 4-way stop intersection while yielding to pedestrians.
BOSCH,AVT006,2023-10-20,WDD2221591A470796,No,Yes,AV System,Highway,"Planning trajectory is in timeout, cycle time broken."
BOSCH,AVT006,2023-10-20,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
BOSCH,AVT006,2023-10-24,WDD2221591A470497,No,Yes,Test Driver,Highway,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over because ego vehicle failed to initiate and complete a lane change in the allotted space.
BOSCH,AVT006,2023-10-24,WDD2221591A470497,No,Yes,Test Driver,Highway,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over because ego vehicle slowed down too quickly in an exit lane.
BOSCH,AVT006,2023-10-24,WDD2221591A470497,No,Yes,AV System,Street,Maps incident detected.
BOSCH,AVT006,2023-10-24,WDD2221591A470497,No,Yes,AV System,Highway,Fusion Dynamic World reported a Sensor Fusion relevant incident.
BOSCH,AVT006,2023-10-31,WDD2221591A470796,No,Yes,Test Driver,Street,Accelerator pedal pressed to increase velocity of the vehicle. Driver took over due to improper yielding to a pedestrian near roadway during left turn.
BOSCH,AVT006,2023-10-31,WDD2221591A470796,No,Yes,Test Driver,Highway,Driver disengaged with steering input. Driver took over for drifting behavior due to poor localization.
BOSCH,AVT006,2023-10-31,WDD2221591A470796,No,Yes,AV System,Street,Planning behavior provider module state error.
BOSCH,AVT006,2023-10-31,WDD2221591A470796,No,Yes,Test Driver,Street,Driver disengaged with steering input. Driver took over for wobbly pathing while driving straight in-lane.
BOSCH,AVT006,2023-11-02,WDD2221591A470497,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
BOSCH,AVT006,2023-11-07,WDD2221591A470497,No,Yes,AV System,Street,Localization module detected a localizer incident.
BOSCH,AVT006,2023-11-07,WDD2221591A470497,No,Yes,Test Driver,Street,Brake pedal pressed to reduce the velocity of the vehicle. Driver took over because other car cut into our lane during a left turn.
BOSCH,AVT006,2023-11-07,WDD2221591A470497,No,Yes,AV System,Highway,Unknown error that caused the system to disengage: [29.14]Pedestrian detection MRCFR2 state timeout
BOSCH,AVT006,2023-11-09,WDD2221591A470497,No,Yes,AV System,Highway,Data that Vision received from the Driving State Module is too old.
BOSCH,AVT006,2023-11-09,WDD2221591A470497,No,Yes,AV System,Street,Maps incident detected.
BOSCH,AVT006,2023-11-14,WDD2221591A470497,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
BOSCH,AVT006,2023-11-14,WDD2221591A470497,No,Yes,AV System,Highway,Data that Vision received from the Driving State Module is too old.
BOSCH,AVT006,2023-11-14,WDD2221591A470497,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
BOSCH,AVT006,2023-11-16,WDD2221591A470796,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
BOSCH,AVT006,2023-11-16,WDD2221591A470796,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
BOSCH,AVT006,2023-11-16,WDD2221591A470796,No,Yes,AV System,Street,Localization module detected a localizer incident.
BOSCH,AVT006,2023-11-16,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
BOSCH,AVT006,2023-11-17,WDD2221591A470796,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
BOSCH,AVT006,2023-11-21,WDD2221591A470796,No,Yes,AV System,Highway,Data that Vision received from the Driving State Module is too old.
BOSCH,AVT006,2023-11-21,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
BOSCH,AVT006,2023-11-21,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
BOSCH,AVT006,2023-11-21,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
BOSCH,AVT006,2023-11-21,WDD2221591A470796,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
BOSCH,AVT006,2023-11-28,WDD2221591A470796,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
BOSCH,AVT006,2023-11-28,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
BOSCH,AVT006,2023-11-28,WDD2221591A470796,No,Yes,AV System,Street,Data that Vision received from the Driving State Module is too old.
BOSCH,AVT006,2023-11-28,WDD2221591A470796,No,Yes,AV System,Street,"Planning trajectory is in timeout, cycle time broken."
Didi Research America,AVT055,3/31/2023,3LN6L5MU1JR609431,No,Yes,Test Driver,Street,Disengagement for a missed detection by a component of perception system of the lead vehicle (trailer truck).
Gatik AI Inc,AVT054,12/20/2022,NM0LS7F25K1413020,No,Yes,Test Driver,Street,Hardware discrepancy or system fault; On city road in light traffic with clear sky during day
Gatik AI Inc,AVT054,1/18/2023,NM0LS7F25K1413020,No,Yes,AV System,Street,Hardware discrepancy or system fault; On city road in light traffic with clear sky during day
GHOST AUTONOMY INC,AVT073,12/2/2022,4t1bf1fk7hu433000,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control based on their assessment that the Ghost vehicle was driving too closely to the preceding vehicle in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/2/2022,4t1bf1fk7hu433000,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control of the vehicle in response to unexpected braking or the system braking with too much or too little force in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/2/2022,4t1bf1fk7hu433000,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control based on their assessment that the Ghost vehicle was driving too closely to the preceding vehicle in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/2/2022,4t1bf1fk7hu433000,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control based on their assessment that the Ghost vehicle was driving too closely to the preceding vehicle in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/5/2022,4t1bf1fk7hu433000,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control of the vehicle in response to unexpected braking or the system braking with too much or too little force in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/5/2022,4t1bf1fk7hu433000,No,Yes,Test Driver,Highway,The AV Test Driver took control of the vehicle due to unexpected road conditions rendering continued AV operation unadvisable.  These may include unexpected sun glare or other unplanned conditions.  
GHOST AUTONOMY INC,AVT073,12/6/2022,4t1bf1fk7hu433000,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control of the vehicle in response to unexpected braking or the system braking with too much or too little force in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/6/2022,4t1bf1fk7hu433000,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control of the vehicle in response to unexpected braking or the system braking with too much or too little force in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/7/2022,4t1bf1fk6hu377311,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. "
GHOST AUTONOMY INC,AVT073,12/7/2022,4t1bf1fk6hu377311,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. "
GHOST AUTONOMY INC,AVT073,12/12/2022,4t1bf1fk6hu377311,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control of the vehicle in response to unexpected braking or the system braking with too much or too little force in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/12/2022,salws2ru6ma760657,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. "
GHOST AUTONOMY INC,AVT073,12/12/2022,salws2ru6ma760657,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. "
GHOST AUTONOMY INC,AVT073,12/14/2022,4t1bf1fk0hu317251,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. "
GHOST AUTONOMY INC,AVT073,12/14/2022,4t1bf1fk7hu433000,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control of the vehicle in response to unexpected braking or the system braking with too much or too little force in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/14/2022,salws2ru6ma760657,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system in response to the lateral movement of the vehicle within the lane. "
GHOST AUTONOMY INC,AVT073,12/15/2022,salws2ru6ma760657,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. "
GHOST AUTONOMY INC,AVT073,12/15/2022,salws2ru6ma760657,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. "
GHOST AUTONOMY INC,AVT073,12/15/2022,salws2ru6ma760657,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. "
GHOST AUTONOMY INC,AVT073,12/15/2022,salws2ru6ma760657,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. "
GHOST AUTONOMY INC,AVT073,12/15/2022,salws2ru6ma760657,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. "
GHOST AUTONOMY INC,AVT073,12/15/2022,salws2ru9ma749619,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. "
GHOST AUTONOMY INC,AVT073,12/15/2022,salws2ru9ma749619,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. "
GHOST AUTONOMY INC,AVT073,12/15/2022,salws2ru9ma749619,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. "
GHOST AUTONOMY INC,AVT073,12/15/2022,salws2ru9ma749619,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. "
GHOST AUTONOMY INC,AVT073,12/15/2022,salws2ru9ma749619,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle overrode a lane marker. "
GHOST AUTONOMY INC,AVT073,12/15/2022,salws2ru9ma749619,No,Yes,Test Driver,Highway,The AV Test Driver took control of the vehicle due to unexpected road conditions rendering continued AV operation unadvisable.  These may include unexpected sun glare or other unplanned conditions.  
GHOST AUTONOMY INC,AVT073,12/15/2022,salws2ru9ma749619,No,Yes,AV System,Highway,"The system disengaged due to undesirable performance, indicating in most cases either that the system took longer to operate than the prescribed limits, an exception condition or a software bug.  In each of these cases, the AV operator was alerted to take control and did so without the need for the system to achieve a Minimal Risk Condition. "
GHOST AUTONOMY INC,AVT073,12/16/2022,4t1bf1fk6hu377311,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system in response to the lateral movement of the vehicle within the lane. "
GHOST AUTONOMY INC,AVT073,12/16/2022,4t1bf1fk6hu377311,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system in response to the lateral movement of the vehicle within the lane. "
GHOST AUTONOMY INC,AVT073,12/16/2022,4t1bf1fk6hu377311,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system in response to the lateral movement of the vehicle within the lane. "
GHOST AUTONOMY INC,AVT073,12/19/2022,4t1bf1fk6hu377311,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control of the vehicle in response to unexpected braking or the system braking with too much or too little force in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/19/2022,4t1bf1fk6hu377311,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control of the vehicle in response to unexpected braking or the system braking with too much or too little force in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/19/2022,4t1bf1fk6hu377311,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control of the vehicle in response to unexpected braking or the system braking with too much or too little force in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/19/2022,4t1bf1fk6hu377311,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control of the vehicle in response to unexpected braking or the system braking with too much or too little force in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/19/2022,salws2ru6ma760657,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control of the vehicle in response to unexpected braking or the system braking with too much or too little force in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/19/2022,salws2ru6ma760657,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle overrode a lane marker. "
GHOST AUTONOMY INC,AVT073,12/19/2022,salws2ru6ma760657,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system in response to the lateral movement of the vehicle within the lane. "
GHOST AUTONOMY INC,AVT073,12/19/2022,salws2ru6ma760657,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system in response to the lateral movement of the vehicle within the lane. "
GHOST AUTONOMY INC,AVT073,12/21/2022,4t1bf1fk3hu693877,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle made contact with a lane marker. "
GHOST AUTONOMY INC,AVT073,12/23/2022,salws2ru6ma760657,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control of the vehicle in response to unexpected braking or the system braking with too much or too little force in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/23/2022,salws2ru6ma760657,No,Yes,Test Driver,Highway,"The autonomous system perceives and understands the environment by processing raw camera and radar inputs, detecting surfaces and objects in a scene, and calculating distance, velocity and motion vector for every pixel.  Ghost AV Test Drivers are trained to disengage proactively.  The AV Test Driver took control of the vehicle in response to unexpected braking or the system braking with too much or too little force in the particular driving environment."
GHOST AUTONOMY INC,AVT073,12/23/2022,salws2ru9ma749619,No,Yes,Test Driver,Highway,The AV Test Driver took control after engaging the autonomous system due to immediate unexpected behavior of the system.  The AV Safety Drivers are trained to take control proactively should the system not operate as expected. 
GHOST AUTONOMY INC,AVT073,12/24/2022,4t1bf1fk3hu693877,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle overrode a lane marker. "
GHOST AUTONOMY INC,AVT073,12/24/2022,4t1bf1fk3hu693877,No,Yes,Test Driver,Highway,"The AV Test Driver took control from the autonomous system due to undesirable lane placement.  AV Test Drivers consider various factors, including the amount of traffic and the behavior of any surrounding vehicles. In addition to their own perception, an in-vehicle display provides input on the vehicle's lane placement.  Also incorporated is an advanced system for fluid exchange between the driver and the system without the need for buttons or switches.  This allows the AV Test Drivers to take control to provide a transitory adjustment.  In this case, the AV Test Driver took control from the autonomous system when the vehicle overrode a lane marker. "
